id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,oXQ4gOZu
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,8FopcAkx
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,HEVXSEPT
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,S3WK942Q
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,T0TlaImx
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,2wORoHgc
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,ASY0Er4L
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,fKs0iJ7o
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,FLYnSdGZ
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,J42evjL6
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,1Ef2nfhi
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,qRZLnzAx
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,EtyU9D51
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,UVw35E4x
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,c40uh9T0
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,N8GMLEFZ
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,jQk8Zh3Z
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,vKLWm1xg
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,qYS3Lyxo
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,kHTfPxTD
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,g31Xnqhy
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,d4EXHnYt
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,7jIw7WyW
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,94isqwzc
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,WfK6XY3U
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,Dflqx5F0
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,cxQ0E54C
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,cf6DZj8B
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,SJmH57bd
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,DbLeDhXh
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,JJd2SfNE
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,YYIZu4DS
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,c9xbs5p4
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,sIuaTRdW
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,wH8dXNYs
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,y5FcU5JD
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,jACM06Az
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,7CFebn5R
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,lnSBt6Ze
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,O8gArX46
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,hDjk1CoG
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,21x4LIYc
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,LTBaee72
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,isIF2UOT
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,PzEy7yDI
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,kyMutLah
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,R9ufb9fl
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,5PghTfL0
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,7ab9PVWw
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,wMNVJ5D1
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,92jBiqWg
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,e1Ph7QMO
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,DQU7t0eo
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,41bjYl15
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,HhHziuQH
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,x74PbxqX
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,iMOhb3nT
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,XMdijdHX
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,D1ZcTX7B
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,HAF129R3
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,Jx2WTqL6
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,qUS3eEoX
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,AAthrpjd
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,yVr5DOxH
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,Hpw0xgqF
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,V3zJ8Fb6
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,VRA6hoSt
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,IH1O4ofQ
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,7xDu76Cg
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,sTGGODqw
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,8n37DRJk
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,NEibeV4c
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,ItwXYN3m
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,TfAsZxBu
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,1s5KGKwM
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,pm7tZKzm
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,4LvWLtdw
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,BijZe3cD
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,YzJIYLG8
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,fY4s2x17
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,mvOYyyoo
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,RfTRIbLV
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,qYqkxaOE
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,fzmDcMvq
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,3calAdtf
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,hlBrtiVC
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,BF8exfu5
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,TPyVq4HC
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,48W3jALO
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,eyisLMUt
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,9GKKMXQn
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,Wpu0v9t0
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,yqSNhiUe
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,HS10uiQt
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,SW6LlgyI
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,Cv07R7AR
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,BU5F2SBR
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,vCb4mCxN
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,IR8WENnv
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,VYfvsHak
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,8F1DbL5D
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,dYSFI5nE
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,07QhOS3O
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,06fwxqlw
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,MU6Fr3xL
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,obsYOCSU
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,6SCl6xO3
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,q11qI2a7
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,pR1EFEM2
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,5Rnx8dIQ
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,Fggv3kCO
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,OcyDEJ8o
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,KcNNQYDG
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,TzFZ2dRH
438,Милина Алена Петровна,359,8г,3,Милина_АП,dkkCFW0o
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,gNOy154r
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,Xa9mmO8L
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,ROBrW8C5
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,ICHZ0Sbp
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,pjfvia63
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,pfcQtl8r
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,hLOkHNfN
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,9UBJZ5cN
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,NgbYbjAG
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,TqwS3Z8I
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,3l2npHcP
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,4Y043f9p
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,WlgcRfAG
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,ZKZrPMcG
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,gE2FQ4K7
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,T470O9MH
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,ZDbZb62R
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,Qhip9sfu
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,A23oIKyJ
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,WL4W370x
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,Y54eXBT4
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,nC1GK54F
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,3UXzPFpM
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,pybBnwQu
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,M7760vvB
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,iiJENnzI
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,ChHhwIBG
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,otrkIe8t
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,NUqqKnBB
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,TxJ4UsdU
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,w8qinqxH
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,UIA5aFAf
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,DhpqqsaH
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,XtIqvBRu
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,299WgyHL
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,MgfzNg6R
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,i91oiPi3
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,9ojseiC6
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,zBbsBuNL
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,09UIIIeh
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,M2rA4DHI
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,BJiQwfqL
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,dBuCwPSM
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,CqJp0hdB
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,XMDS7AkJ
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,oL6tfqw6
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,An6ewvNL
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,yfc7Hj9y
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,5S7Uqewx
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,XsJRp1kU
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,4sIYUk5o
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,SY0T2evf
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,Q5fApdji
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,NPxp0dNV
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,kTVRVF5t
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,0SkxXDYf
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,R0LNggKT
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,HpbZnwRW
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,KM1wXagV
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,fzJnyuRi
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,0fu7j1cZ
